0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
10	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.482567	0.5	0.5	0.5	0.488151	0.478408	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.499252	0.502715	0.5	0.5	0.5	
20	0.5	0.5	0.5	0.48661	0.5	0.5	0.5	0.488151	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.478408	0.488151	0.5	0.5	0.5	0.5	0.5	0.502955	0.5	0.488151	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.488151	0.5	0.488151	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.478408	0.488151	0.5	0.5	0.5	0.488151	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.478408	0.478408	0.468381	0.5	0.5	0.5	0.488151	0.5	0.5	0.488151	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
30	0.5	0.478408	0.5	0.5	0.478408	0.499924	0.5	0.5	0.5	0.5	0.5	0.488151	0.5	0.478408	0.488151	0.499924	0.499924	0.5	0.499924	0.5	0.488151	0.478408	0.5	0.478408	0.488151	0.5	0.5	0.5	0.488151	0.5	0.5	0.5	0.5	0.5	0.478408	0.478408	0.488151	0.5	0.499924	0.478408	0.5	0.5	0.5	0.501041	0.5	0.5	0.478408	0.5	0.478408	0.5	0.5	0.488151	0.5	0.5	0.488151	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.488151	0.5	0.5	0.5	0.499924	0.478408	0.5	0.5	0.499924	0.5	0.508513	0.5	0.5	0.478408	0.5	0.5	0.5	0.5	0.478408	0.478408	0.5	0.5	0.5	0.5	0.478408	0.5	0.5	0.478408	0.5	0.478408	0.508513	0.5	0.5	0.5	0.5	0.5	0.5	
40	0.478408	0.5	0.5	0.5	0.509294	0.488151	0.5	0.5	0.488151	0.488151	0.5	0.487255	0.488151	0.5	0.488151	0.5	0.5	0.488151	0.5	0.488151	0.499924	0.488151	0.488151	0.488151	0.478408	0.5	0.5	0.5	0.5	0.488151	0.5	0.488151	0.5	0.5	0.5	0.5	0.5	0.488151	0.5	0.487255	0.5	0.499924	0.488151	0.488151	0.508631	0.5	0.5	0.5	0.488151	0.5	0.478408	0.5	0.5	0.5	0.488151	0.5	0.5	0.488151	0.5	0.488151	0.5	0.488151	0.5	0.488151	0.478408	0.488151	0.5	0.5	0.5	0.478408	0.5	0.5	0.5	0.5	0.499924	0.504652	0.5	0.5	0.488151	0.499924	0.5	0.488151	0.494288	0.488151	0.488151	0.5	0.5	0.487255	0.5	0.488151	0.5	0.5	0.487255	0.5	0.488151	0.488151	0.5	0.478408	0.488151	0.5	
50	0.488151	0.488151	0.497903	0.499924	0.491094	0.5	0.499924	0.5	0.5	0.488151	0.5	0.5	0.5	0.5	0.508631	0.5	0.488151	0.5	0.508631	0.5	0.5	0.5	0.5	0.5	0.488151	0.488151	0.5	0.5	0.5	0.500951	0.5	0.5	0.5	0.5	0.5	0.488151	0.488151	0.5	0.5	0.488151	0.5	0.5	0.491094	0.5	0.492206	0.5	0.5	0.508631	0.5	0.488151	0.488151	0.478408	0.5	0.497903	0.488151	0.509407	0.5	0.499924	0.5	0.5	0.478408	0.508631	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.488151	0.500951	0.5	0.499924	0.5	0.5	0.5	0.5	0.499924	0.5	0.488151	0.5	0.5	0.491094	0.488151	0.5	0.5	0.5	0.488151	0.488151	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.499924	0.5	
60	0.488151	0.5	0.5	0.5	0.5	0.488151	0.5	0.500545	0.5	0.488151	0.5	0.5	0.488151	0.5	0.488151	0.488151	0.488151	0.491094	0.5	0.5	0.491094	0.5	0.5	0.5	0.491094	0.5	0.5	0.5	0.478679	0.5	0.478679	0.488151	0.5	0.5	0.488151	0.5	0.5	0.5	0.488151	0.5	0.491094	0.5	0.5	0.491094	0.5	0.488151	0.488151	0.5	0.5	0.491094	0.5	0.5	0.491094	0.5	0.478679	0.5	0.5	0.5	0.5	0.488151	0.488151	0.5	0.5	0.5	0.485433	0.5	0.5	0.5	0.491094	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.491094	0.488151	0.5	0.5	0.5	0.5	0.491094	0.488151	0.5	0.5	0.478679	0.5	0.485433	0.491094	0.5	0.5	0.5	0.488151	0.5	0.5	
70	0.5	0.488151	0.491094	0.5	0.508255	0.5	0.500545	0.5	0.5	0.5	0.508255	0.5	0.5	0.5	0.500545	0.499026	0.5	0.5	0.5	0.467372	0.491094	0.491094	0.467372	0.491094	0.5	0.491094	0.467372	0.500545	0.5	0.5	0.500545	0.491094	0.5	0.500545	0.488151	0.508255	0.491094	0.500545	0.5	0.491094	0.5	0.488151	0.5	0.508255	0.5	0.500545	0.467372	0.5	0.500545	0.5	0.467372	0.500545	0.5	0.5	0.491094	0.500545	0.500545	0.491094	0.5	0.491094	0.488151	0.5	0.5	0.5	0.500545	0.500545	0.499026	0.491094	0.5	0.5	0.500545	0.5	0.5	0.5	0.488151	0.5	0.5	0.491094	0.488151	0.508255	0.5	0.467372	0.467372	0.5	0.5	0.491094	0.5	0.5	0.491094	0.5	0.5	0.508255	0.5	0.491094	0.491094	0.5	0.500545	0.500545	0.5	0.5	
80	0.5	0.500545	0.500545	0.467372	0.5	0.488151	0.491094	0.5	0.5	0.467372	0.467372	0.5	0.499026	0.500545	0.500545	0.5	0.500545	0.500545	0.499026	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.500545	0.5	0.499026	0.467372	0.467372	0.488151	0.500545	0.500545	0.500545	0.5	0.500545	0.499026	0.499026	0.5	0.500545	0.5	0.5	0.5	0.467372	0.467372	0.5	0.499026	0.5	0.5	0.5	0.500545	0.5	0.488151	0.500545	0.488151	0.5	0.5	0.5	0.5	0.5	0.491094	0.5	0.502365	0.5	0.499026	0.491094	0.5	0.488151	0.500545	0.502365	0.500545	0.500545	0.491094	0.5	0.5	0.5	0.491094	0.5	0.500545	0.474117	0.5	0.467372	0.500545	0.5	0.5	0.500545	0.499026	0.461658	0.5	0.491094	0.488151	0.488151	0.491094	0.491094	0.467372	0.467372	
90	0.491094	0.499026	0.504352	0.499026	0.5	0.467372	0.5	0.5	0.500545	0.467372	0.500545	0.5	0.5	0.5	0.488151	0.5	0.501092	0.5	0.467372	0.491094	0.467093	0.498869	0.491094	0.491094	0.5	0.467372	0.5	0.500545	0.500545	0.491094	0.504352	0.500545	0.5	0.467372	0.5	0.467372	0.5	0.491094	0.500545	0.5	0.500545	0.5	0.467372	0.488151	0.499026	0.5	0.5	0.491094	0.499026	0.499026	0.5	0.5	0.491094	0.5	0.5	0.491094	0.500545	0.500545	0.5	0.491094	0.491094	0.500545	0.5	0.491094	0.5	0.500545	0.491094	0.5	0.5	0.500545	0.5	0.491094	0.488151	0.5	0.504788	0.500545	0.5	0.504352	0.5	0.467372	0.491094	0.491094	0.5	0.5	0.488151	0.5	0.5	0.5	0.500545	0.500545	0.499026	0.491094	0.5	0.501092	0.499026	0.5	0.491094	0.5	0.504788	0.491094	
