G	ifd_prop	time_to_IFD	sd_intake	
1490	0.99932	9.80026	6.33872e-05	
1500	0.99982	9.2203	5.16253e-05	
1510	0.99954	9.92023	6.55203e-05	
1520	0.99922	9.94028	7.97106e-05	
1530	0.99956	9.43013	6.11639e-05	
1540	0.99957	9.6803	6.52433e-05	
1550	0.99953	9.52029	5.42654e-05	
1560	0.99923	9.60041	7.94051e-05	
1570	0.99954	9.27031	7.04703e-05	
1580	0.99942	9.30015	8.04526e-05	
1590	0.99933	9.93015	8.44102e-05	
1600	0.99936	9.4603	6.5431e-05	
1610	0.99961	9.55024	6.92052e-05	
1620	0.99967	9.58023	7.10388e-05	
1630	0.99949	9.25024	5.54314e-05	
1640	0.99971	9.52029	6.51423e-05	
1650	0.99907	9.67034	9.08215e-05	
1660	0.99908	10.0006	8.94389e-05	
1670	0.99957	9.61025	6.11922e-05	
1680	0.99924	9.77022	8.53372e-05	
1690	0.99959	9.47038	5.7048e-05	
1700	0.99944	9.48029	6.43526e-05	
1710	0.99929	9.66032	8.14535e-05	
1720	0.9994	9.8004	6.65035e-05	
1730	0.99937	9.94024	7.84325e-05	
1740	0.99931	9.83027	6.03142e-05	
1750	0.99912	9.69024	9.43602e-05	
1760	0.99925	9.93016	8.01523e-05	
1770	0.99928	10.0005	9.24806e-05	
1780	0.99958	9.49022	6.49314e-05	
1790	0.99927	9.83035	7.23879e-05	
1800	0.99921	9.91021	7.52769e-05	
1810	0.99916	9.59019	7.69685e-05	
1820	0.99906	10.0002	8.31616e-05	
1830	0.9995	9.52019	6.61895e-05	
1840	0.99857	9.91049	0.000107115	
1850	0.99932	9.6103	6.98626e-05	
1860	0.99907	9.86033	7.55434e-05	
1870	0.99879	9.87038	0.000102179	
1880	0.99915	9.85025	6.90884e-05	
1890	0.99935	9.75028	7.80271e-05	
1900	0.99956	9.5503	6.15149e-05	
1910	0.99882	9.90042	8.76512e-05	
1920	0.99898	9.50016	8.48949e-05	
1930	0.99921	9.84018	8.58468e-05	
1940	0.99919	9.95013	8.99641e-05	
1950	0.99937	9.60037	6.38529e-05	
1960	0.99902	9.76024	7.76385e-05	
1970	0.99927	9.8304	7.28999e-05	
1980	0.99895	9.55034	9.70157e-05	
1990	0.99966	9.62012	5.95312e-05	
2000	0.99922	9.73033	8.23755e-05	
2010	0.99905	10.0003	8.00175e-05	
2020	0.99896	9.63031	7.7377e-05	
2030	0.9994	9.38045	6.44375e-05	
2040	0.9992	9.92026	9.00531e-05	
2050	0.99916	9.79044	7.2933e-05	
2060	0.99904	10.0002	8.17717e-05	
2070	0.99943	9.96029	5.73097e-05	
2080	0.99956	9.70039	5.76238e-05	
2090	0.99908	9.86018	8.25627e-05	
2100	0.99906	9.75037	8.59934e-05	
2110	0.99933	9.86029	6.69388e-05	
2120	0.99891	10.0004	9.70546e-05	
2130	0.99905	9.90031	6.98153e-05	
2140	0.99922	9.28039	7.10547e-05	
2150	0.9993	9.97017	8.01989e-05	
2160	0.99862	9.92016	9.77476e-05	
2170	0.99858	10.0002	0.000105524	
2180	0.99912	9.74023	8.39354e-05	
2190	0.99866	9.93033	0.000110267	
2200	0.99889	9.42027	9.29801e-05	
2210	0.99904	9.61034	6.83389e-05	
2220	0.999	9.65029	7.82285e-05	
2230	0.99843	9.97033	0.000101278	
2240	0.99875	9.60032	9.17062e-05	
2250	0.99893	9.50016	7.88947e-05	
2260	0.99898	9.79015	8.01987e-05	
2270	0.99894	10.0002	9.89659e-05	
2280	0.99832	10.0004	0.000128675	
2290	0.99933	9.4802	6.62786e-05	
2300	0.99891	10.0005	7.45959e-05	
2310	0.99838	10.0003	9.75966e-05	
2320	0.99909	9.78026	8.00554e-05	
2330	0.99867	9.8604	0.000102214	
2340	0.99823	10.0003	8.77231e-05	
2350	0.99876	9.97042	0.000103112	
2360	0.99838	9.91026	0.00011941	
2370	0.99862	9.91044	9.16464e-05	
2380	0.9984	10.0004	0.000122813	
2390	0.99889	9.81022	8.35457e-05	
2400	0.99815	10.0003	0.000125578	
2410	0.99853	9.69024	0.000108604	
2420	0.99847	10.0002	9.75758e-05	
2430	0.99795	9.69029	9.91678e-05	
2440	0.99843	10.0003	0.000110395	
2450	0.99814	10.0003	0.000125142	
2460	0.99831	10.0002	0.000109464	
2470	0.99854	9.83033	8.19653e-05	
2480	0.99849	10.0003	9.7605e-05	
2490	0.9986	10.0001	0.000101669	
2500	0.99773	10.0005	9.44081e-05	
2510	0.99865	10.0005	8.91188e-05	
2520	0.99884	9.88023	0.000107756	
2530	0.99918	9.77031	9.62629e-05	
2540	0.99833	9.88021	0.000109229	
2550	0.99861	10.0003	0.000106122	
2560	0.99879	10.0003	0.000118314	
2570	0.99873	10.0003	8.35393e-05	
2580	0.99855	9.95022	8.77185e-05	
2590	0.99775	10.0004	0.000114491	
2600	0.99812	10.0002	0.000103957	
2610	0.99812	10.0003	0.000106078	
2620	0.9984	9.96025	0.000103639	
2630	0.99787	10.0003	0.000146695	
2640	0.99742	9.87029	0.000123266	
2650	0.99781	9.97049	0.000137392	
2660	0.9983	9.96042	0.000108389	
2670	0.99789	10.0003	0.00015735	
2680	0.9978	10.0003	0.000128862	
2690	0.99803	10.0003	0.000119975	
2700	0.99818	9.66032	0.000112833	
2710	0.99697	10.0003	0.000172459	
2720	0.99802	9.71035	0.00013904	
2730	0.99757	10.0003	0.000120782	
2740	0.99797	9.98045	0.000111087	
2750	0.99808	9.75038	0.000126939	
2760	0.9981	9.8804	0.000110666	
2770	0.99792	9.58027	0.00010423	
2780	0.99728	10.0003	0.00012982	
2790	0.9965	10.0003	0.000164332	
2800	0.99669	10.0003	0.000139958	
2810	0.9978	9.89029	0.000123497	
2820	0.99753	9.83036	0.000148532	
2830	0.99809	9.96024	0.000111956	
2840	0.9976	9.95049	0.000133707	
2850	0.99821	10.0004	0.000120288	
2860	0.99674	10.0004	0.000146197	
2870	0.99672	9.97031	0.000161608	
2880	0.99648	9.96024	0.000154855	
2890	0.99795	10.0004	0.000139681	
2900	0.99688	10.0003	0.000170254	
2910	0.99751	10.0002	0.000123716	
2920	0.99784	9.94039	0.000103433	
2930	0.99834	9.8802	9.55482e-05	
2940	0.9973	10.0003	0.000112646	
2950	0.99722	9.87018	0.00012031	
2960	0.99763	10.0002	0.000118164	
2970	0.99758	10.0002	0.000120791	
2980	0.9975	10.0002	0.000124097	
2990	0.99748	10.0003	0.000134784	
3000	0.99773	10.0004	0.000134589	
3010	0.99785	10.0004	0.000122539	
3020	0.99802	9.93038	0.000129531	
3030	0.99744	9.95019	0.000118004	
3040	0.99716	10.0001	0.000130884	
3050	0.99765	10.0003	0.000148238	
3060	0.99618	10.0004	0.00019187	
3070	0.99767	10.0005	0.000121114	
3080	0.99721	10.0004	0.000152903	
3090	0.99762	10.0002	0.000112752	
3100	0.997	10.0003	0.000140268	
3110	0.99718	9.86028	0.00013771	
3120	0.99706	10.0003	0.000158598	
3130	0.99711	10.0002	0.000153763	
3140	0.99782	10.0004	0.000117568	
3150	0.99772	10.0002	0.000141778	
3160	0.99802	10.0005	0.000130384	
3170	0.99785	9.98051	0.000137445	
3180	0.99735	10.0003	0.000159876	
3190	0.99736	10.0004	0.000154045	
3200	0.99593	10.0003	0.00017725	
3210	0.99704	9.98033	0.000173142	
3220	0.99691	10.0003	0.000136841	
3230	0.99734	10.0004	0.000175078	
3240	0.9967	10.0004	0.000147619	
3250	0.99771	10.0003	0.00013015	
3260	0.99668	9.91023	0.000146013	
3270	0.99678	10.0005	0.0001507	
3280	0.99665	10.0005	0.000158572	
3290	0.99587	10.0005	0.000186421	
3300	0.99536	10.0002	0.000166851	
3310	0.99605	10.0004	0.0001822	
3320	0.99602	10.0005	0.000184758	
3330	0.99591	10.0003	0.000180681	
3340	0.99771	10.0004	0.000139783	
3350	0.99607	10.0003	0.00019665	
3360	0.99682	9.93052	0.000133102	
3370	0.99622	10.0003	0.000166984	
3380	0.99553	10.0005	0.000183301	
3390	0.99447	10.0004	0.000227095	
3400	0.99551	9.95046	0.000176599	
3410	0.99672	9.9602	0.000153868	
3420	0.99647	10.0003	0.000174265	
3430	0.99697	10.0003	0.000131343	
3440	0.99652	10.0004	0.000181184	
3450	0.99681	9.95022	0.000152377	
3460	0.99558	10.0003	0.000160628	
3470	0.9954	10.0005	0.000157863	
3480	0.99571	10.0003	0.000152712	
3490	0.99587	10.0004	0.000180302	
3500	0.99641	10.0003	0.000146625	
3510	0.99519	10.0003	0.000186421	
3520	0.99579	10.0003	0.000169397	
3530	0.99626	10.0005	0.000151653	
3540	0.99527	10.0004	0.000186998	
3550	0.99453	10.0002	0.00019615	
3560	0.9943	10.0006	0.000189391	
3570	0.99497	10.0003	0.000173579	
3580	0.99663	9.99018	0.000168371	
3590	0.99524	10.0003	0.000219037	
3600	0.99571	10.0003	0.000184501	
3610	0.9955	9.92035	0.000183809	
3620	0.99447	10.0002	0.000229946	
3630	0.99354	10.0004	0.000234472	
3640	0.99586	10.0002	0.000183886	
3650	0.99235	10.0004	0.000235249	
3660	0.99291	10.0005	0.000240513	
3670	0.99243	10.0003	0.000232988	
3680	0.99415	10.0003	0.000236109	
3690	0.99386	10.0004	0.000230152	
3700	0.99398	10.0003	0.000233112	
3710	0.99372	10.0002	0.000230279	
3720	0.99299	10.0005	0.000244885	
3730	0.99217	10.0003	0.000238264	
3740	0.99436	10.0004	0.000189568	
3750	0.99284	10.0004	0.000214735	
3760	0.99477	10.0003	0.000173787	
3770	0.99284	10.0005	0.0002494	
3780	0.99398	10.0002	0.000206602	
3790	0.99084	10.0004	0.000250641	
3800	0.9921	10.0002	0.000228484	
3810	0.99404	10.0003	0.000204574	
3820	0.99444	9.98037	0.00017699	
3830	0.99257	10.0003	0.000245712	
3840	0.99342	10.0004	0.000193081	
3850	0.98963	10.0003	0.000254742	
3860	0.99181	10.0003	0.000258638	
3870	0.99084	10.0005	0.000235927	
3880	0.99147	10.0003	0.000260609	
3890	0.99177	10.0004	0.000255972	
3900	0.99322	10.0005	0.000247004	
3910	0.99135	10.0003	0.000267529	
3920	0.99308	10.0004	0.000229846	
3930	0.9938	10.0003	0.000188404	
3940	0.99211	10.0004	0.000244451	
3950	0.99104	10.0004	0.000243575	
3960	0.99229	10.0004	0.000230915	
3970	0.99176	10.0005	0.000220027	
3980	0.99314	10.0004	0.000211031	
3990	0.98937	10.0002	0.000287956	
4000	0.99388	10.0002	0.000232043	
4010	0.99346	10.0002	0.000239503	
4020	0.99258	10.0004	0.000247331	
4030	0.99033	10.0003	0.000289625	
4040	0.99319	10.0004	0.00020958	
4050	0.99253	10.0004	0.000249186	
4060	0.99076	10.0005	0.000260901	
4070	0.99124	10.0004	0.000257462	
4080	0.98888	10.0003	0.000294585	
4090	0.98981	10.0003	0.000297123	
4100	0.99083	10.0003	0.000264022	
4110	0.99016	10.0002	0.000287793	
4120	0.9896	10.0002	0.000277149	
4130	0.99051	10.0002	0.000244052	
4140	0.98861	10.0002	0.000292521	
4150	0.98952	10.0001	0.000293194	
4160	0.98846	10.0005	0.000301178	
4170	0.98775	10.0003	0.000332048	
4180	0.98886	10.0003	0.000330794	
4190	0.98815	10.0003	0.000269513	
4200	0.98717	10.0002	0.00035269	
4210	0.98764	10.0003	0.000342445	
4220	0.98656	10.0002	0.00034822	
4230	0.98564	10.0003	0.000347645	
4240	0.99096	10.0002	0.000280022	
4250	0.98683	10.0002	0.000314768	
4260	0.98437	10.0002	0.000355064	
4270	0.9867	10.0004	0.000304226	
4280	0.98138	10.0003	0.000354004	
4290	0.98539	10.0001	0.000309692	
4300	0.9816	10.0003	0.000404005	
4310	0.98363	10.0002	0.000345469	
4320	0.98133	10.0004	0.00039224	
4330	0.98314	10.0002	0.000354166	
4340	0.98253	10.0002	0.000351587	
4350	0.98509	10.0002	0.000352686	
4360	0.98146	10.0002	0.000416227	
4370	0.98852	10.0002	0.000298849	
4380	0.98335	10.0001	0.000372606	
4390	0.98375	10.0002	0.000358915	
4400	0.98267	10.0002	0.00039973	
4410	0.98013	10.0003	0.000384913	
4420	0.97849	10.0003	0.000417935	
4430	0.98003	10.0003	0.000448635	
4440	0.97859	10.0002	0.000440365	
4450	0.97787	10.0003	0.000397103	
4460	0.98005	10.0001	0.000400206	
4470	0.98524	10.0001	0.00034599	
4480	0.98096	10.0003	0.000401908	
4490	0.98176	10.0004	0.000386954	
4500	0.97742	10.0004	0.000391582	
4510	0.97867	10.0002	0.00040555	
4520	0.98082	10.0002	0.000416982	
4530	0.98131	10.0002	0.000347873	
4540	0.97656	10.0003	0.000437657	
4550	0.97758	10.0002	0.000428181	
4560	0.98389	10.0002	0.000376122	
4570	0.98343	10.0003	0.000419489	
4580	0.9819	10.0002	0.000384567	
4590	0.98253	10.0003	0.000353927	
4600	0.9835	10.0003	0.000360178	
4610	0.98384	10.0002	0.000334014	
4620	0.9825	10.0003	0.000365528	
4630	0.98352	10.0002	0.000387131	
4640	0.971	10.0004	0.000477093	
4650	0.978	10.0003	0.000430085	
4660	0.9784	10.0003	0.000426492	
4670	0.97988	10.0002	0.000398785	
4680	0.98073	10.0001	0.000394621	
4690	0.98221	10.0003	0.000381784	
4700	0.97477	10.0003	0.000464818	
4710	0.97716	10.0002	0.000454169	
4720	0.98046	10.0002	0.00041567	
4730	0.97662	10.0004	0.000430603	
4740	0.9763	10.0002	0.000432239	
4750	0.97735	10.0002	0.000438679	
4760	0.9776	10.0002	0.00044346	
4770	0.98019	10.0002	0.000388622	
4780	0.97844	10.0003	0.000429525	
4790	0.9809	10.0002	0.000387257	
4800	0.97711	10.0002	0.00045259	
4810	0.9747	10.0002	0.000452371	
4820	0.97628	10.0003	0.000435885	
4830	0.97504	10.0002	0.000457987	
4840	0.97557	10.0002	0.00042081	
4850	0.97368	10.0003	0.00047197	
4860	0.97822	10.0002	0.000406007	
4870	0.97509	10.0003	0.000469935	
4880	0.97918	10.0002	0.000400518	
4890	0.97448	10.0002	0.000472908	
4900	0.97477	10.0002	0.000433594	
4910	0.97564	10.0002	0.000426248	
4920	0.97581	10.0002	0.000468618	
4930	0.97077	10.0002	0.000493898	
4940	0.97333	10.0002	0.000479596	
4950	0.98076	10.0002	0.000373601	
4960	0.9827	10.0002	0.000389522	
4970	0.97871	10.0002	0.000460335	
4980	0.97974	10.0003	0.000415567	
4990	0.97125	10.0002	0.00049037	
5000	0.9776	10.0001	0.000437719	
5010	0.97705	10.0003	0.000440337	
5020	0.98143	10.0003	0.000377428	
5030	0.98142	10.0002	0.000401653	
5040	0.97754	10.0002	0.000430732	
5050	0.97346	10.0002	0.000492688	
5060	0.97292	10.0002	0.000459582	
5070	0.97136	10.0001	0.000492756	
5080	0.97139	10.0002	0.000438781	
5090	0.97278	10.0001	0.000450704	
5100	0.9712	10.0001	0.000512715	
