0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	-0.00360543	0	0	0	0	0	0	0	-0.00531801	0	0	0	0	0	0	0	-0.00531801	0	-0.00267144	-0.00267144	0	0	-0.00436715	0	0	0	0	0	-0.00436715	0	0	0	0	0	-0.00436715	0	0	0	0	0	0	0	0	0	0	-0.00531801	0	0	0	-0.00360543	-0.00267144	0	-0.00436715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00436715	0	-0.00360543	0	0	0	0	0	0	0	-0.00531801	0	0	-0.00436715	0	-0.00436715	0	0	0	0	0	0	-0.00531801	0	0	0	0	0	0	-0.00267144	0	0	-0.00267144	
20	0	0	0.00215909	0	0	-0.00436715	0	-0.0140491	0	0	0	0.00868117	0	-0.00436715	0	0	0	0	0	-0.00531801	0	0	0	0	0	-0.00267144	0	-0.00531801	0	0	0	0	0	-0.0144314	0	0	0	-0.0144314	0	0	0	0	0	0.00215909	0	-0.00531801	0	-0.00531801	0	-0.00436715	-0.00360543	0	-0.00436715	-0.00904129	0	0	-0.011906	0	0	0	-0.0140491	0	0	0	0	0	0	0	0	0	0	0.00215909	0	0	0	-0.00904129	0	0	-0.00904129	-0.00436715	0	0.00215909	0	0	0	-0.0140491	0	0	0	-0.00531801	0	0	-0.00531801	-0.00904129	0	0	0	0	0	0	
30	0	0	0	0	0	0	0	0	0	0	0	-0.00531801	-0.00904129	0	-0.0140491	0	-0.00355307	0	0	0	-0.0140491	0	0	0	-0.0140491	0	0	0	-0.0140491	0	0	0	-0.00904129	-0.00904129	0	0.00609892	-0.0140491	0	0	0	-0.00904129	0	0	0	0	0	0	0	0	0	0	-0.0140491	0	0	-0.00282007	0	0	0	0	0	0	0	0	-0.0140491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00868117	
40	0	0	0	0	0	-0.0015762	0	0.0115259	-0.0140491	-0.0140491	0	-0.0140491	-0.0140491	0	-0.0140491	0	0.0136332	-0.0015762	0	-0.0140491	0.00225513	-0.00301669	-0.00531801	-0.00531801	0	0	0	0	0.00399153	-0.00531801	0	-0.0187925	0	0	0	0	0	-0.00531801	0	-0.0140491	0	0.00183178	-0.00531801	-0.00531801	0	0	0	0	-0.0015762	0	0	0	0	0	-0.00531801	0	0	-0.00531801	0	-0.0140491	0.00399153	-0.0140491	0	-0.00531801	0	-0.00531801	0	0	0	0	0	0	0	0	0	0	0	0	-0.0015762	0	0	-0.00531801	0.00225513	-0.00531801	-0.00531801	0	0	-0.0140491	0	-0.00531801	0	0	-0.0140491	0	-0.00531801	-0.00531801	0	0	-0.00531801	0	
50	-0.00531801	-0.00531801	0	0	0	0	0	0	0.00526913	-0.0140491	0	0	0	0	0	0	-0.00531801	0	0	0	0	0	0	0	-0.00531801	-0.00531801	0	0	0	0	0	0	0	0	0	-0.00531801	-0.00531801	0	0	-0.00531801	0	0	0	0	0	0	0	0	0.00526913	-0.00531801	-0.00531801	0	0	0	-0.00531801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00526913	-0.00531801	0	0	0	0	0	0	0	0	0	-0.00531801	0	0	0	-0.00531801	0	0	0	-0.00531801	-0.00531801	0	0	0	0.00526913	0	0	0	0	0	
60	-0.00531801	0	0	0	0	-0.00531801	0	0	0	-0.00531801	0	0	-0.00531801	0	-0.00531801	-0.00826767	-0.00531801	-0.00517667	0	0	-0.00517667	0	0	0	-0.00517667	0	0	0	0	0	0	-0.00531801	0	0	-0.00531801	0	0	0	-0.00531801	0.0128526	-0.00517667	0	0	-0.00517667	0	-0.00531801	-0.00531801	0.0128526	0	-0.00517667	0	0	-0.00517667	0	0	0.0128526	0.0128526	0	0	-0.00531801	-0.00531801	0	0	0	0	0	0	0	0	0	0	0	0.0128526	0	0	0	0	0	0	0.0128526	-0.00517667	-0.00531801	0	0.0128526	0	0.0128526	-0.00517667	-0.00531801	0	0	0	0	0	-0.00517667	0	0	0	-0.00531801	0	0	
70	0.0128526	-0.00531801	-0.00517667	0.0128526	0	0	0	0	0	0	0	0	0	0	0	0	0.0128526	0	0	0	-0.00517667	-0.00517667	0	-0.00517667	0	-0.00517667	0	0	0	0	0	-0.00517667	0	0	-0.00531801	0	-0.00517667	0	0	-0.00517667	0.0128526	-0.00531801	0	0	0	-0.00548306	0	0	0	0	0	0	0	0	-0.00517667	-0.00548306	0	-0.00517667	0	-0.00517667	-0.00531801	0	0	0	0	0	0	-0.00517667	0	0	0	0	0	0.0128526	-0.00531801	0.0128526	0	-0.00517667	-0.00531801	0	0	0	0	0	0	-0.00517667	0	0	-0.00517667	0.0128526	0	0	0	-0.00517667	-0.00517667	0	0	0	0	0	
80	0	0	0	0	0	-0.00531801	-0.00517667	0	0	0.0219745	0	0.00674064	0	0	0	0.0073906	0	0	0	0	0	0	0	0	0	0	0	0	-0.00384218	0	0	0	0	0	-0.00531801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00531801	0	-0.00531801	0	-0.00384218	0.00674064	0	0	-0.00517667	0	0	0.0073906	0	-0.00517667	0	-0.00531801	0	0	0	0	-0.00517667	0	0	0	-0.00517667	-0.00384218	0	0	0	0	0	0	-0.00384218	0	0	0	0.00674064	-0.00517667	-0.00531801	-0.00531801	-0.00517667	-0.00517667	0	0	
90	-0.00517667	-0.000546811	0	-0.000546811	0.00674064	0	0	0	0	0	0	0	0	0	-0.00531801	0	0.0166721	0	0.0219745	-0.00517667	-0.00531801	0	-0.00517667	-0.00517667	0	0	0	0	0.00628695	-0.00517667	0	0	0	0.0219745	0	0	0	-0.00517667	0	0	0	0	0	-0.00531801	0	0	0	-0.00517667	0	-0.000546811	0	0	-0.00517667	0	0	-0.00517667	0	0	0.00674064	-0.00517667	-0.00517667	0	-0.0035572	-0.00517667	0	0	-0.00517667	0	-0.0035572	0	0	-0.00517667	-0.00531801	0	0	0	0	0	0	0.0219745	-0.00517667	-0.00517667	0	0	-0.00531801	0	0	0	0	0	-0.000546811	-0.00517667	0	0.0166721	0	0	-0.00517667	0	0	-0.00517667	
